To Date,Ozone,CO,SO2,NO2,PM10,PM2.5,State,City,Station,AQI,AQI Category
23-02-2023 00:00,57.23,0.61,12.52,42.46,154.18,69.29,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",136.0,Moderate
24-02-2023 00:00,71.29,0.42,14.15,31.7,129.96,60.61,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",120.0,Moderate
25-02-2023 00:00,62.47,0.59,16.58,47.99,159.49,72.68,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",141.0,Moderate
26-02-2023 00:00,52.05,0.57,17.52,51.69,147.7,62.86,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",132.0,Moderate
27-02-2023 00:00,60.49,0.47,15.02,47.1,138.64,62.39,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",126.0,Moderate
28-02-2023 00:00,86.02,0.33,14.47,23.91,117.68,58.84,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",112.0,Moderate
01-03-2023 00:00,71.53,0.4,11.83,26.91,113.84,50.59,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",110.0,Moderate
02-03-2023 00:00,67.54,0.44,17.23,38.48,119.55,56.51,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",113.0,Moderate
03-03-2023 00:00,73.24,0.44,22.09,34.86,118.68,57.84,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",113.0,Moderate
04-03-2023 00:00,76.61,0.51,24.57,42.37,152.31,75.7,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",151.0,Moderate
05-03-2023 00:00,80.81,0.44,25.32,43.51,147.59,68.39,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",132.0,Moderate
06-03-2023 00:00,68.68,0.6,21.9,57.6,150.86,73.26,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",143.0,Moderate
07-03-2023 00:00,65.5,0.67,24.9,65.39,158.42,74.25,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",146.0,Moderate
08-03-2023 00:00,63.6,0.35,26.41,36.41,123.24,49.85,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",116.0,Moderate
09-03-2023 00:00,55.06,0.47,29.89,56.04,124.18,56.16,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",116.0,Moderate
10-03-2023 00:00,60.05,0.51,24.62,52.27,113.38,54.32,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",109.0,Moderate
11-03-2023 00:00,69.53,0.61,21.66,34.27,115.57,54.54,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",111.0,Moderate
12-03-2023 00:00,67.07,0.49,22.92,60.73,144.61,68.44,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",130.0,Moderate
13-03-2023 00:00,63.22,0.48,25.86,44.84,111.85,59.25,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",108.0,Moderate
14-03-2023 00:00,55.05,0.6,21.21,50.03,119.6,55.2,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",113.0,Moderate
15-03-2023 00:00,56.23,0.5,18.7,43.48,118.16,54.52,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",112.0,Moderate
16-03-2023 00:00,71.59,0.52,22.91,10.91,127.97,66.32,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",119.0,Moderate
17-03-2023 00:00,49.63,0.33,25.65,10.96,114.07,64.6,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",113.0,Moderate
18-03-2023 00:00,18.48,0.24,21.53,8.62,53.02,33.52,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",55.0,Moderate
19-03-2023 00:00,21.49,0.26,20.56,1.1,36.78,22.36,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",37.0,Good
20-03-2023 00:00,36.41,0.44,19.12,5.23,56.11,34.53,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",57.0,Moderate
21-03-2023 00:00,46.56,0.25,21.69,2.38,62.64,35.24,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",63.0,Moderate
22-03-2023 00:00,43.07,0.41,24.78,4.79,95.99,40.54,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",96.0,Moderate
23-03-2023 00:00,42.89,0.38,24.47,2.88,110.16,46.92,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",107.0,Moderate
24-03-2023 00:00,37.0,0.41,32.95,2.92,111.66,48.09,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",108.0,Moderate
25-03-2023 00:00,42.39,0.44,31.93,4.77,106.97,49.31,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",105.0,Moderate
26-03-2023 00:00,43.88,0.29,22.43,3.41,71.17,35.97,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",71.0,Moderate
27-03-2023 00:00,48.72,0.26,20.92,3.05,69.56,33.83,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",70.0,Moderate
28-03-2023 00:00,41.4,0.37,24.11,5.48,94.47,39.78,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",94.0,Moderate
29-03-2023 00:00,48.59,0.32,28.2,5.6,112.92,46.46,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",109.0,Moderate
30-03-2023 00:00,51.9,0.33,24.79,2.27,73.81,40.83,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",74.0,Moderate
31-03-2023 00:00,55.66,0.27,27.04,2.58,77.8,34.52,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",78.0,Moderate
01-04-2023 00:00,46.62,0.4,21.95,5.32,107.68,44.16,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",105.0,Moderate
02-04-2023 00:00,33.13,0.43,28.51,6.99,116.47,40.04,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",111.0,Moderate
03-04-2023 00:00,52.67,0.51,33.74,7.2,133.96,53.84,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",123.0,Moderate
04-04-2023 00:00,57.81,0.35,23.01,2.26,68.66,33.64,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",69.0,Moderate
05-04-2023 00:00,61.04,0.23,28.48,3.52,75.41,33.24,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",75.0,Moderate
06-04-2023 00:00,61.76,0.3,20.4,1.73,69.44,32.13,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",69.0,Moderate
07-04-2023 00:00,48.52,0.43,21.83,6.88,96.15,45.73,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",96.0,Moderate
08-04-2023 00:00,46.02,0.31,15.07,5.38,78.62,33.55,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",79.0,Moderate
09-04-2023 00:00,58.13,0.41,18.77,4.57,86.85,36.43,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",87.0,Moderate
10-04-2023 00:00,46.15,0.39,13.96,7.01,118.51,47.88,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",113.0,Moderate
11-04-2023 00:00,58.79,0.35,17.75,5.9,101.07,37.23,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",101.0,Moderate
12-04-2023 00:00,56.91,0.35,17.42,6.13,115.06,44.49,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",110.0,Moderate
13-04-2023 00:00,69.61,0.4,18.52,5.57,118.52,51.91,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",113.0,Moderate
14-04-2023 00:00,65.79,0.37,17.36,4.25,106.82,52.03,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",105.0,Moderate
15-04-2023 00:00,40.95,0.43,21.48,10.63,127.45,59.03,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",119.0,Moderate
16-04-2023 00:00,50.02,0.38,18.3,4.63,64.42,28.58,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",64.0,Moderate
17-04-2023 00:00,43.05,0.37,17.56,6.33,97.66,44.43,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",98.0,Moderate
18-04-2023 00:00,24.45,0.47,19.05,9.31,136.2,59.84,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",124.0,Moderate
19-04-2023 00:00,19.75,0.44,18.89,8.44,125.35,60.17,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",117.0,Moderate
20-04-2023 00:00,13.38,0.53,24.77,7.62,138.32,66.6,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",126.0,Moderate
21-04-2023 00:00,9.01,0.32,23.37,4.26,123.51,60.9,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",116.0,Moderate
22-04-2023 00:00,52.46,0.33,22.0,3.63,92.43,44.99,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",92.0,Moderate
23-04-2023 00:00,47.57,0.33,17.96,3.7,60.6,34.76,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",61.0,Moderate
24-04-2023 00:00,48.48,0.37,17.23,4.41,89.98,41.35,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",90.0,Moderate
25-04-2023 00:00,42.28,0.24,15.95,1.79,45.47,24.08,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",45.0,Good
26-04-2023 00:00,23.46,0.2,17.54,2.12,33.44,17.24,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",33.0,Good
27-04-2023 00:00,23.66,0.31,14.91,4.21,39.93,22.39,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",40.0,Good
28-04-2023 00:00,29.2,0.36,15.13,4.41,95.95,47.98,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",96.0,Moderate
29-04-2023 00:00,21.71,0.31,13.75,3.92,80.78,47.16,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",81.0,Moderate
30-04-2023 00:00,26.39,0.31,12.1,3.46,52.96,23.46,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",53.0,Moderate
01-05-2023 00:00,21.83,0.24,11.9,2.9,43.47,21.43,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",43.0,Good
02-05-2023 00:00,28.31,0.19,13.76,2.48,22.7,13.36,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",28.0,Good
03-05-2023 00:00,21.66,0.19,13.06,1.33,19.78,11.78,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",22.0,Good
04-05-2023 00:00,16.58,0.27,14.86,3.37,34.84,14.0,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",35.0,Good
05-05-2023 00:00,17.91,0.23,16.17,3.43,41.53,14.2,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",42.0,Good
06-05-2023 00:00,16.92,0.3,16.75,4.55,45.03,18.48,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",45.0,Good
07-05-2023 00:00,18.05,0.27,14.66,5.55,68.95,27.32,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",69.0,Moderate
08-05-2023 00:00,22.01,0.26,13.17,3.96,57.78,21.95,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",58.0,Moderate
09-05-2023 00:00,28.57,0.25,14.17,3.55,66.91,30.41,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",67.0,Moderate
10-05-2023 00:00,27.54,0.23,16.01,2.42,48.28,22.32,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",48.0,Good
11-05-2023 00:00,23.29,0.32,15.09,5.36,81.7,38.81,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",82.0,Moderate
12-05-2023 00:00,35.29,0.56,16.49,8.89,126.88,58.88,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",118.0,Moderate
13-05-2023 00:00,43.27,0.43,18.44,7.88,120.02,49.61,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",114.0,Moderate
14-05-2023 00:00,37.82,0.4,18.13,9.12,136.89,52.17,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",125.0,Moderate
15-05-2023 00:00,44.3,0.2,18.67,3.63,87.84,27.33,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",88.0,Moderate
16-05-2023 00:00,44.19,0.26,20.06,3.53,84.82,24.82,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",85.0,Moderate
17-05-2023 00:00,41.2,0.2,19.89,3.91,74.86,23.08,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",75.0,Moderate
18-05-2023 00:00,39.08,0.39,21.19,5.85,86.38,25.24,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",86.0,Moderate
19-05-2023 00:00,39.08,0.24,23.68,7.29,104.28,30.29,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",103.0,Moderate
20-05-2023 00:00,40.76,0.51,24.75,8.57,142.39,51.59,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",129.0,Moderate
21-05-2023 00:00,48.67,0.34,21.56,4.95,108.35,41.0,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",106.0,Moderate
22-05-2023 00:00,55.5,0.31,19.39,3.57,82.77,32.78,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",83.0,Moderate
23-05-2023 00:00,47.83,0.46,18.39,5.47,63.86,27.06,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",64.0,Moderate
24-05-2023 00:00,37.42,0.41,18.56,7.21,104.0,45.1,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",103.0,Moderate
25-05-2023 00:00,50.63,0.28,17.39,3.02,83.37,33.63,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",83.0,Moderate
26-05-2023 00:00,34.63,0.4,18.36,3.73,89.52,21.78,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",90.0,Moderate
27-05-2023 00:00,40.09,0.28,16.27,4.17,72.66,18.43,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",73.0,Moderate
28-05-2023 00:00,40.35,0.25,16.76,3.6,84.02,21.32,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",84.0,Moderate
29-05-2023 00:00,35.17,0.39,22.52,6.93,124.1,26.42,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",116.0,Moderate
30-05-2023 00:00,55.79,0.37,24.63,4.9,108.9,31.84,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",106.0,Moderate
31-05-2023 00:00,60.4,0.34,19.04,2.9,84.42,24.79,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",84.0,Moderate
01-06-2023 00:00,48.5,0.39,17.67,3.72,95.9,29.94,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",96.0,Moderate
02-06-2023 00:00,50.92,0.43,20.42,6.74,127.3,38.69,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",118.0,Moderate
03-06-2023 00:00,48.69,0.3,23.82,3.42,100.61,26.6,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",49.0,Good
04-06-2023 00:00,41.7,0.32,22.75,2.42,96.49,20.94,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",96.0,Moderate
05-06-2023 00:00,37.54,0.24,18.54,2.01,62.86,16.0,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",63.0,Moderate
06-06-2023 00:00,30.88,0.33,18.21,4.14,67.69,18.93,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",68.0,Moderate
07-06-2023 00:00,34.93,0.31,19.38,4.88,114.22,26.33,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",110.0,Moderate
08-06-2023 00:00,47.6,0.2,18.02,0.9,67.33,16.1,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",67.0,Moderate
09-06-2023 00:00,37.75,0.25,19.7,2.81,63.88,13.07,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",64.0,Moderate
10-06-2023 00:00,41.4,0.2,18.91,1.55,44.04,9.78,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",44.0,Good
11-06-2023 00:00,36.6,0.13,20.08,0.78,30.01,4.99,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",37.0,Good
12-06-2023 00:00,26.55,0.21,16.02,0.78,21.71,2.51,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",27.0,Good
13-06-2023 00:00,24.94,0.19,17.94,1.07,37.91,5.51,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",38.0,Good
14-06-2023 00:00,25.19,0.24,17.87,1.17,57.54,6.62,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",58.0,Moderate
15-06-2023 00:00,24.2,0.15,20.59,0.86,46.63,6.04,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",47.0,Good
16-06-2023 00:00,23.03,0.16,17.97,0.64,56.68,9.1,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",57.0,Moderate
17-06-2023 00:00,25.26,0.17,19.96,0.65,60.52,8.36,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",61.0,Moderate
18-06-2023 00:00,21.03,0.17,19.91,0.93,63.41,7.01,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",63.0,Moderate
19-06-2023 00:00,26.11,0.18,17.79,1.07,107.27,11.76,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",105.0,Moderate
20-06-2023 00:00,26.56,0.29,18.48,2.51,109.16,16.48,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",106.0,Moderate
21-06-2023 00:00,28.02,0.28,18.04,3.19,130.57,16.65,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",121.0,Moderate
22-06-2023 00:00,25.02,0.22,20.04,1.84,89.33,15.49,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",89.0,Moderate
23-06-2023 00:00,16.52,0.18,14.78,1.91,55.44,13.62,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",55.0,Moderate
24-06-2023 00:00,15.82,0.24,17.47,3.16,65.76,15.12,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",66.0,Moderate
25-06-2023 00:00,8.24,0.18,12.1,2.85,35.18,11.2,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",35.0,Good
26-06-2023 00:00,8.52,0.12,14.77,0.74,24.15,5.27,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",24.0,Good
27-06-2023 00:00,9.55,0.1,14.48,1.1,35.12,8.31,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",35.0,Good
28-06-2023 00:00,6.99,0.14,15.95,1.91,40.03,10.33,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",40.0,Good
29-06-2023 00:00,10.71,0.18,17.79,1.43,25.53,7.57,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",26.0,Good
30-06-2023 00:00,12.15,0.1,14.68,0.96,20.88,13.84,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",23.0,Good
01-07-2023 00:00,13.33,0.11,17.98,0.45,40.31,22.95,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",40.0,Good
02-07-2023 00:00,12.43,0.14,19.01,0.91,38.35,22.46,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",38.0,Good
03-07-2023 00:00,10.32,0.07,22.46,1.52,44.43,20.56,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",44.0,Good
04-07-2023 00:00,8.12,0.14,24.52,1.07,40.16,23.68,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",40.0,Good
05-07-2023 00:00,10.01,0.12,17.75,0.95,33.78,21.13,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",35.0,Good
06-07-2023 00:00,12.12,0.15,19.62,0.71,34.6,23.06,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",38.0,Good
07-07-2023 00:00,16.53,0.13,24.2,0.41,26.38,20.14,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",34.0,Good
08-07-2023 00:00,12.81,0.15,17.92,0.57,34.27,24.51,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",41.0,Good
09-07-2023 00:00,9.28,0.11,15.74,0.43,33.98,23.1,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",39.0,Good
10-07-2023 00:00,9.69,0.15,17.84,1.07,45.19,24.13,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",45.0,Good
11-07-2023 00:00,10.09,0.19,18.06,1.07,63.25,26.99,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",63.0,Moderate
12-07-2023 00:00,10.72,0.17,,1.35,65.01,29.96,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",65.0,Moderate
13-07-2023 00:00,14.38,0.19,17.11,1.75,67.43,33.36,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",67.0,Moderate
14-07-2023 00:00,11.35,0.19,14.73,0.65,70.9,30.66,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",71.0,Moderate
15-07-2023 00:00,11.68,0.22,16.16,1.25,49.0,26.98,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",49.0,Good
16-07-2023 00:00,15.12,0.21,16.28,0.94,49.68,24.04,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",50.0,Good
17-07-2023 00:00,9.01,0.38,11.63,0.9,51.44,27.57,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",51.0,Moderate
18-07-2023 00:00,10.09,0.37,11.81,0.58,44.64,27.33,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",46.0,Good
19-07-2023 00:00,7.35,0.3,12.36,0.33,28.31,20.66,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",34.0,Good
20-07-2023 00:00,10.88,0.27,12.2,0.34,30.05,22.35,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",37.0,Good
21-07-2023 00:00,10.41,0.31,11.38,0.3,27.72,22.57,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",38.0,Good
22-07-2023 00:00,11.21,0.34,12.85,0.23,28.27,19.92,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",33.0,Good
23-07-2023 00:00,9.96,0.33,12.97,0.18,38.25,26.63,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",44.0,Good
24-07-2023 00:00,8.85,0.35,11.4,0.18,30.13,21.94,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",37.0,Good
25-07-2023 00:00,7.98,0.28,17.71,7.44,32.65,20.46,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",34.0,Good
26-07-2023 00:00,5.77,0.3,19.42,8.46,28.32,20.78,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",35.0,Good
27-07-2023 00:00,4.69,0.34,20.03,9.38,34.1,24.76,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",41.0,Good
28-07-2023 00:00,6.01,0.29,20.91,8.0,26.31,20.33,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",34.0,Good
29-07-2023 00:00,6.7,0.24,20.15,9.81,42.58,25.39,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",43.0,Good
30-07-2023 00:00,7.95,0.32,25.6,10.01,52.84,26.59,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",53.0,Moderate
31-07-2023 00:00,9.06,0.3,25.52,8.7,53.27,24.64,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",53.0,Moderate
31-07-2023 00:00,6.0,0.27,22.2,8.4,48.0,23.0,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",48.0,Good
02-08-2021 00:00,12.01,0.24,3.04,16.6,22.86,4.35,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB",23.0,Good
03-08-2021 00:00,12.92,0.17,2.06,17.44,24.91,3.73,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB",25.0,Good
04-08-2021 00:00,10.12,0.31,2.63,20.14,33.12,5.88,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB",33.0,Good
05-08-2021 00:00,10.86,0.25,2.67,18.44,21.34,3.53,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB",23.0,Good
06-08-2021 00:00,11.64,0.26,5.22,18.41,32.14,5.91,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB",32.0,Good
07-08-2021 00:00,9.54,0.3,2.5,20.71,37.65,10.01,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB",38.0,Good
08-08-2021 00:00,9.84,0.27,2.9,24.87,55.46,13.78,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB",55.0,Moderate
09-08-2021 00:00,14.22,0.39,2.81,25.01,57.26,18.7,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB",57.0,Moderate
10-08-2021 00:00,12.87,0.4,3.13,26.47,47.98,14.29,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB",48.0,Good
11-08-2021 00:00,11.98,0.37,2.45,23.24,48.72,15.27,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB",49.0,Good
12-08-2021 00:00,12.92,0.3,3.55,22.13,37.67,11.4,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB",38.0,Good
13-08-2021 00:00,11.83,0.37,2.52,24.07,36.82,9.95,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB",37.0,Good
