From Date,To Date,Ozone,CO,SO2,NO2,PM10,PM2.5,State,City,Station,AQI,AQI Category
01-08-2021 00:00,02-08-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
02-08-2021 00:00,03-08-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
03-08-2021 00:00,04-08-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
04-08-2021 00:00,05-08-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
05-08-2021 00:00,06-08-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
06-08-2021 00:00,07-08-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
07-08-2021 00:00,08-08-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
08-08-2021 00:00,09-08-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
09-08-2021 00:00,10-08-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
10-08-2021 00:00,11-08-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
11-08-2021 00:00,12-08-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
12-08-2021 00:00,13-08-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
13-08-2021 00:00,14-08-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
14-08-2021 00:00,15-08-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
15-08-2021 00:00,16-08-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
16-08-2021 00:00,17-08-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
17-08-2021 00:00,18-08-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
18-08-2021 00:00,19-08-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
19-08-2021 00:00,20-08-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
20-08-2021 00:00,21-08-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
21-08-2021 00:00,22-08-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
22-08-2021 00:00,23-08-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
23-08-2021 00:00,24-08-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
24-08-2021 00:00,25-08-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
25-08-2021 00:00,26-08-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
26-08-2021 00:00,27-08-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
27-08-2021 00:00,28-08-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
28-08-2021 00:00,29-08-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
29-08-2021 00:00,30-08-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
30-08-2021 00:00,31-08-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
31-08-2021 00:00,01-09-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
01-09-2021 00:00,02-09-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
02-09-2021 00:00,03-09-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
03-09-2021 00:00,04-09-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
04-09-2021 00:00,05-09-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
05-09-2021 00:00,06-09-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
06-09-2021 00:00,07-09-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
07-09-2021 00:00,08-09-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
08-09-2021 00:00,09-09-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
09-09-2021 00:00,10-09-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
10-09-2021 00:00,11-09-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
11-09-2021 00:00,12-09-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
12-09-2021 00:00,13-09-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
13-09-2021 00:00,14-09-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
14-09-2021 00:00,15-09-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
15-09-2021 00:00,16-09-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
16-09-2021 00:00,17-09-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
17-09-2021 00:00,18-09-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
18-09-2021 00:00,19-09-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
19-09-2021 00:00,20-09-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
20-09-2021 00:00,21-09-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
21-09-2021 00:00,22-09-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
22-09-2021 00:00,23-09-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
23-09-2021 00:00,24-09-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
24-09-2021 00:00,25-09-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
25-09-2021 00:00,26-09-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
26-09-2021 00:00,27-09-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
27-09-2021 00:00,28-09-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
28-09-2021 00:00,29-09-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
29-09-2021 00:00,30-09-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
30-09-2021 00:00,01-10-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
01-10-2021 00:00,02-10-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
02-10-2021 00:00,03-10-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
03-10-2021 00:00,04-10-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
04-10-2021 00:00,05-10-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
05-10-2021 00:00,06-10-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
06-10-2021 00:00,07-10-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
07-10-2021 00:00,08-10-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
08-10-2021 00:00,09-10-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
09-10-2021 00:00,10-10-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
10-10-2021 00:00,11-10-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
11-10-2021 00:00,12-10-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
12-10-2021 00:00,13-10-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
13-10-2021 00:00,14-10-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
14-10-2021 00:00,15-10-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
15-10-2021 00:00,16-10-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
16-10-2021 00:00,17-10-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
17-10-2021 00:00,18-10-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
18-10-2021 00:00,19-10-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
19-10-2021 00:00,20-10-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
20-10-2021 00:00,21-10-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
21-10-2021 00:00,22-10-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
22-10-2021 00:00,23-10-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
23-10-2021 00:00,24-10-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
24-10-2021 00:00,25-10-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
25-10-2021 00:00,26-10-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
26-10-2021 00:00,27-10-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
27-10-2021 00:00,28-10-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
28-10-2021 00:00,29-10-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
29-10-2021 00:00,30-10-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
30-10-2021 00:00,31-10-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
31-10-2021 00:00,01-11-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
01-11-2021 00:00,02-11-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
02-11-2021 00:00,03-11-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
03-11-2021 00:00,04-11-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
04-11-2021 00:00,05-11-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
05-11-2021 00:00,06-11-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
06-11-2021 00:00,07-11-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
07-11-2021 00:00,08-11-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
08-11-2021 00:00,09-11-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
09-11-2021 00:00,10-11-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
10-11-2021 00:00,11-11-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
11-11-2021 00:00,12-11-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
12-11-2021 00:00,13-11-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
13-11-2021 00:00,14-11-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
14-11-2021 00:00,15-11-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
15-11-2021 00:00,16-11-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
16-11-2021 00:00,17-11-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
17-11-2021 00:00,18-11-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
18-11-2021 00:00,19-11-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
19-11-2021 00:00,20-11-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
20-11-2021 00:00,21-11-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
21-11-2021 00:00,22-11-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
22-11-2021 00:00,23-11-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
23-11-2021 00:00,24-11-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
24-11-2021 00:00,25-11-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
25-11-2021 00:00,26-11-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
26-11-2021 00:00,27-11-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
27-11-2021 00:00,28-11-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
28-11-2021 00:00,29-11-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
29-11-2021 00:00,30-11-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
30-11-2021 00:00,01-12-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
01-12-2021 00:00,02-12-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
02-12-2021 00:00,03-12-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
03-12-2021 00:00,04-12-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
04-12-2021 00:00,05-12-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
05-12-2021 00:00,06-12-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
06-12-2021 00:00,07-12-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
07-12-2021 00:00,08-12-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
08-12-2021 00:00,09-12-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
09-12-2021 00:00,10-12-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
10-12-2021 00:00,11-12-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
11-12-2021 00:00,12-12-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
12-12-2021 00:00,13-12-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
13-12-2021 00:00,14-12-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
14-12-2021 00:00,15-12-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
15-12-2021 00:00,16-12-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
16-12-2021 00:00,17-12-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
17-12-2021 00:00,18-12-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
18-12-2021 00:00,19-12-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
19-12-2021 00:00,20-12-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
20-12-2021 00:00,21-12-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
21-12-2021 00:00,22-12-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
22-12-2021 00:00,23-12-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
23-12-2021 00:00,24-12-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
24-12-2021 00:00,25-12-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
25-12-2021 00:00,26-12-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
26-12-2021 00:00,27-12-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
27-12-2021 00:00,28-12-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
28-12-2021 00:00,29-12-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
29-12-2021 00:00,30-12-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
30-12-2021 00:00,31-12-2021 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
31-12-2021 00:00,01-01-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
01-01-2022 00:00,02-01-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
02-01-2022 00:00,03-01-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
03-01-2022 00:00,04-01-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
04-01-2022 00:00,05-01-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
05-01-2022 00:00,06-01-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
06-01-2022 00:00,07-01-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
07-01-2022 00:00,08-01-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
08-01-2022 00:00,09-01-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
09-01-2022 00:00,10-01-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
10-01-2022 00:00,11-01-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
11-01-2022 00:00,12-01-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
12-01-2022 00:00,13-01-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
13-01-2022 00:00,14-01-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
14-01-2022 00:00,15-01-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
15-01-2022 00:00,16-01-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
16-01-2022 00:00,17-01-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
17-01-2022 00:00,18-01-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
18-01-2022 00:00,19-01-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
19-01-2022 00:00,20-01-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
20-01-2022 00:00,21-01-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
21-01-2022 00:00,22-01-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
22-01-2022 00:00,23-01-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
23-01-2022 00:00,24-01-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
24-01-2022 00:00,25-01-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
25-01-2022 00:00,26-01-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
26-01-2022 00:00,27-01-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
27-01-2022 00:00,28-01-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
28-01-2022 00:00,29-01-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
29-01-2022 00:00,30-01-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
30-01-2022 00:00,31-01-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
31-01-2022 00:00,01-02-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
01-02-2022 00:00,02-02-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
02-02-2022 00:00,03-02-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
03-02-2022 00:00,04-02-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
04-02-2022 00:00,05-02-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
05-02-2022 00:00,06-02-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
06-02-2022 00:00,07-02-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
07-02-2022 00:00,08-02-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
08-02-2022 00:00,09-02-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
09-02-2022 00:00,10-02-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
10-02-2022 00:00,11-02-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
11-02-2022 00:00,12-02-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
12-02-2022 00:00,13-02-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
13-02-2022 00:00,14-02-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
14-02-2022 00:00,15-02-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
15-02-2022 00:00,16-02-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
16-02-2022 00:00,17-02-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
17-02-2022 00:00,18-02-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
18-02-2022 00:00,19-02-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
19-02-2022 00:00,20-02-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
20-02-2022 00:00,21-02-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
21-02-2022 00:00,22-02-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
22-02-2022 00:00,23-02-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
23-02-2022 00:00,24-02-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
24-02-2022 00:00,25-02-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
25-02-2022 00:00,26-02-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
26-02-2022 00:00,27-02-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
27-02-2022 00:00,28-02-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
28-02-2022 00:00,01-03-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
01-03-2022 00:00,02-03-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
02-03-2022 00:00,03-03-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
03-03-2022 00:00,04-03-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
04-03-2022 00:00,05-03-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
05-03-2022 00:00,06-03-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
