From Date,To Date,Ozone,CO,SO2,NO2,PM10,PM2.5,State,City,Station,AQI,AQI Category
06-03-2022 00:00,07-03-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
07-03-2022 00:00,08-03-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
08-03-2022 00:00,09-03-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
09-03-2022 00:00,10-03-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
10-03-2022 00:00,11-03-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
11-03-2022 00:00,12-03-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
12-03-2022 00:00,13-03-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
13-03-2022 00:00,14-03-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
14-03-2022 00:00,15-03-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
15-03-2022 00:00,16-03-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
16-03-2022 00:00,17-03-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
17-03-2022 00:00,18-03-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
18-03-2022 00:00,19-03-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
19-03-2022 00:00,20-03-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
20-03-2022 00:00,21-03-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
21-03-2022 00:00,22-03-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
22-03-2022 00:00,23-03-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
23-03-2022 00:00,24-03-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
24-03-2022 00:00,25-03-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
25-03-2022 00:00,26-03-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
26-03-2022 00:00,27-03-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
27-03-2022 00:00,28-03-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
28-03-2022 00:00,29-03-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
29-03-2022 00:00,30-03-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
30-03-2022 00:00,31-03-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
31-03-2022 00:00,01-04-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
01-04-2022 00:00,02-04-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
02-04-2022 00:00,03-04-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
03-04-2022 00:00,04-04-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
04-04-2022 00:00,05-04-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
05-04-2022 00:00,06-04-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
06-04-2022 00:00,07-04-2022 00:00,58.76,0.45,4.16,17.96,42.52,18.02,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",59.0,Moderate
07-04-2022 00:00,08-04-2022 00:00,81.23,0.36,4.11,11.08,30.73,17.05,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",81.0,Moderate
08-04-2022 00:00,09-04-2022 00:00,71.71,0.36,3.82,15.77,1.78,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",72.0,Moderate
09-04-2022 00:00,10-04-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
10-04-2022 00:00,11-04-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
11-04-2022 00:00,12-04-2022 00:00,58.84,0.37,4.24,12.43,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",59.0,Moderate
12-04-2022 00:00,13-04-2022 00:00,56.67,0.35,4.44,8.64,18.18,5.73,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",57.0,Moderate
13-04-2022 00:00,14-04-2022 00:00,51.54,0.38,4.37,12.1,3.22,2.15,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",52.0,Moderate
14-04-2022 00:00,15-04-2022 00:00,72.41,0.33,4.57,7.14,39.9,12.46,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",72.0,Moderate
15-04-2022 00:00,16-04-2022 00:00,77.13,0.32,4.74,8.68,65.3,16.48,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",77.0,Moderate
16-04-2022 00:00,17-04-2022 00:00,90.84,0.35,4.72,4.43,91.54,24.58,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",92.0,Moderate
17-04-2022 00:00,18-04-2022 00:00,,,,,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",,
18-04-2022 00:00,19-04-2022 00:00,78.29,0.38,4.99,10.36,,25.75,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",78.0,Moderate
19-04-2022 00:00,20-04-2022 00:00,49.6,0.4,4.46,12.16,43.81,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",50.0,Good
20-04-2022 00:00,21-04-2022 00:00,51.43,0.33,4.37,9.89,21.14,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",51.0,Moderate
21-04-2022 00:00,22-04-2022 00:00,56.92,0.27,4.69,8.27,8.73,2.0,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",57.0,Moderate
22-04-2022 00:00,23-04-2022 00:00,75.39,0.29,4.66,9.36,19.97,3.77,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",75.0,Moderate
23-04-2022 00:00,24-04-2022 00:00,71.85,0.2,4.17,5.42,,2.0,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",72.0,Moderate
24-04-2022 00:00,25-04-2022 00:00,80.32,0.44,5.14,10.43,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",80.0,Moderate
25-04-2022 00:00,26-04-2022 00:00,89.68,0.46,5.28,9.19,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",90.0,Moderate
26-04-2022 00:00,27-04-2022 00:00,104.36,0.41,5.36,10.57,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",106.0,Moderate
27-04-2022 00:00,28-04-2022 00:00,74.54,0.35,4.81,8.14,39.16,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",75.0,Moderate
28-04-2022 00:00,29-04-2022 00:00,48.52,0.38,5.01,6.2,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",49.0,Good
29-04-2022 00:00,30-04-2022 00:00,39.15,0.39,4.87,7.35,31.87,12.92,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",39.0,Good
30-04-2022 00:00,01-05-2022 00:00,44.5,0.32,4.62,8.05,6.49,2.44,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",44.0,Good
01-05-2022 00:00,02-05-2022 00:00,48.15,0.28,4.77,6.73,8.26,2.4,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",48.0,Good
02-05-2022 00:00,03-05-2022 00:00,44.89,0.3,4.66,9.2,7.17,2.0,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",45.0,Good
03-05-2022 00:00,04-05-2022 00:00,37.78,0.27,4.53,7.66,,2.0,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",38.0,Good
04-05-2022 00:00,05-05-2022 00:00,46.63,0.27,4.79,6.68,,2.0,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",47.0,Good
05-05-2022 00:00,06-05-2022 00:00,41.55,0.27,4.88,6.97,12.92,2.39,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",42.0,Good
06-05-2022 00:00,07-05-2022 00:00,33.85,0.25,5.03,6.41,,16.46,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",34.0,Good
07-05-2022 00:00,08-05-2022 00:00,26.61,0.33,4.95,5.73,,35.16,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",58.0,Moderate
08-05-2022 00:00,09-05-2022 00:00,28.53,0.25,5.25,4.54,8.93,38.6,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",64.0,Moderate
09-05-2022 00:00,10-05-2022 00:00,35.31,0.26,5.73,5.54,19.74,42.43,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",70.0,Moderate
10-05-2022 00:00,11-05-2022 00:00,35.57,0.27,5.97,5.08,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",36.0,Good
11-05-2022 00:00,12-05-2022 00:00,41.33,0.25,5.7,5.63,,43.99,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",73.0,Moderate
12-05-2022 00:00,13-05-2022 00:00,33.73,0.24,5.64,5.62,26.6,27.96,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",47.0,Good
13-05-2022 00:00,14-05-2022 00:00,28.06,0.3,5.53,5.55,16.56,8.66,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",28.0,Good
14-05-2022 00:00,15-05-2022 00:00,28.98,0.31,5.56,5.26,29.69,12.36,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",30.0,Good
15-05-2022 00:00,16-05-2022 00:00,27.75,0.35,5.68,5.01,39.53,20.02,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",40.0,Good
16-05-2022 00:00,17-05-2022 00:00,26.34,0.41,5.5,5.6,26.62,16.28,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",27.0,Good
17-05-2022 00:00,18-05-2022 00:00,32.34,0.33,5.65,5.94,28.02,12.48,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",32.0,Good
18-05-2022 00:00,19-05-2022 00:00,33.94,0.27,5.76,6.15,43.07,14.29,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",43.0,Good
19-05-2022 00:00,20-05-2022 00:00,27.89,0.31,5.48,7.06,33.23,11.87,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",33.0,Good
20-05-2022 00:00,21-05-2022 00:00,34.16,0.29,5.61,6.08,37.78,15.98,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",38.0,Good
21-05-2022 00:00,22-05-2022 00:00,28.13,0.32,5.41,7.73,16.78,6.7,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",28.0,Good
22-05-2022 00:00,23-05-2022 00:00,26.02,0.26,5.4,1.85,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",26.0,Good
23-05-2022 00:00,24-05-2022 00:00,25.82,0.24,5.92,2.88,33.63,10.39,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",34.0,Good
24-05-2022 00:00,25-05-2022 00:00,24.96,0.25,6.47,3.3,38.16,7.58,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",38.0,Good
25-05-2022 00:00,26-05-2022 00:00,12.92,0.35,6.71,6.59,34.92,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",35.0,Good
26-05-2022 00:00,27-05-2022 00:00,16.96,0.28,6.31,4.71,13.06,4.33,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",17.0,Good
27-05-2022 00:00,28-05-2022 00:00,21.07,0.28,6.24,4.34,15.74,5.15,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",21.0,Good
28-05-2022 00:00,29-05-2022 00:00,26.18,0.27,6.48,2.43,18.85,6.08,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",26.0,Good
29-05-2022 00:00,30-05-2022 00:00,24.07,0.31,6.71,2.01,27.19,12.3,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",27.0,Good
30-05-2022 00:00,31-05-2022 00:00,17.39,0.33,6.57,3.85,19.81,8.47,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",20.0,Good
31-05-2022 00:00,01-06-2022 00:00,11.53,0.38,6.5,3.91,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",19.0,Good
01-06-2022 00:00,02-06-2022 00:00,19.95,0.28,6.86,2.14,18.71,7.18,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",20.0,Good
02-06-2022 00:00,03-06-2022 00:00,17.07,0.33,6.55,3.82,16.42,9.14,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",17.0,Good
03-06-2022 00:00,04-06-2022 00:00,22.71,0.31,6.74,2.91,25.62,10.8,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",26.0,Good
04-06-2022 00:00,05-06-2022 00:00,18.72,0.32,6.65,1.49,26.64,14.44,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",27.0,Good
05-06-2022 00:00,06-06-2022 00:00,20.89,0.33,6.55,2.08,13.92,9.29,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",21.0,Good
06-06-2022 00:00,07-06-2022 00:00,25.04,0.38,6.77,3.33,44.0,23.77,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",44.0,Good
07-06-2022 00:00,08-06-2022 00:00,18.93,0.38,6.69,3.18,28.64,13.85,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",29.0,Good
08-06-2022 00:00,09-06-2022 00:00,16.95,0.37,6.65,3.55,21.51,9.55,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",22.0,Good
09-06-2022 00:00,10-06-2022 00:00,18.9,0.39,6.58,3.82,25.27,13.02,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",25.0,Good
10-06-2022 00:00,11-06-2022 00:00,18.88,0.36,6.46,3.04,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",19.0,Good
11-06-2022 00:00,12-06-2022 00:00,24.4,0.33,6.96,1.44,49.09,20.26,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",49.0,Good
12-06-2022 00:00,13-06-2022 00:00,22.25,0.32,7.04,1.46,29.12,11.66,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",29.0,Good
13-06-2022 00:00,14-06-2022 00:00,27.4,0.31,7.2,1.77,29.71,9.98,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",30.0,Good
14-06-2022 00:00,15-06-2022 00:00,17.21,0.35,7.0,1.73,12.61,5.45,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",18.0,Good
15-06-2022 00:00,16-06-2022 00:00,18.93,0.39,6.58,4.64,55.96,23.26,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",56.0,Moderate
16-06-2022 00:00,17-06-2022 00:00,22.81,0.33,6.71,3.17,18.36,9.02,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",23.0,Good
17-06-2022 00:00,18-06-2022 00:00,14.8,0.34,6.62,4.2,14.44,6.29,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",17.0,Good
18-06-2022 00:00,19-06-2022 00:00,17.65,0.28,6.64,2.02,8.63,3.08,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",18.0,Good
19-06-2022 00:00,20-06-2022 00:00,17.4,0.26,6.8,1.56,12.66,3.62,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",17.0,Good
20-06-2022 00:00,21-06-2022 00:00,20.09,0.25,6.99,2.38,16.09,5.57,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",20.0,Good
21-06-2022 00:00,22-06-2022 00:00,20.16,0.25,7.06,2.08,10.13,2.45,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",20.0,Good
22-06-2022 00:00,23-06-2022 00:00,19.67,0.22,7.39,1.74,8.62,2.83,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",20.0,Good
23-06-2022 00:00,24-06-2022 00:00,17.83,0.22,7.62,1.47,14.62,8.76,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",18.0,Good
24-06-2022 00:00,25-06-2022 00:00,24.77,0.22,7.33,2.46,10.22,3.24,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",25.0,Good
25-06-2022 00:00,26-06-2022 00:00,16.8,0.15,7.5,0.88,,2.2,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",17.0,Good
26-06-2022 00:00,27-06-2022 00:00,14.39,0.17,7.44,0.73,,2.0,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",14.0,Good
27-06-2022 00:00,28-06-2022 00:00,14.51,0.17,7.54,1.3,,2.41,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",15.0,Good
28-06-2022 00:00,29-06-2022 00:00,12.61,0.21,7.49,1.98,,2.0,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",13.0,Good
29-06-2022 00:00,30-06-2022 00:00,12.75,0.2,7.56,1.62,,2.0,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",13.0,Good
30-06-2022 00:00,01-07-2022 00:00,14.16,0.19,7.82,1.2,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",14.0,Good
01-07-2022 00:00,02-07-2022 00:00,19.77,0.2,8.07,1.83,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",20.0,Good
02-07-2022 00:00,03-07-2022 00:00,14.47,0.19,8.18,0.9,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",14.0,Good
03-07-2022 00:00,04-07-2022 00:00,12.95,0.19,8.24,0.75,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",13.0,Good
04-07-2022 00:00,05-07-2022 00:00,11.88,0.22,8.48,1.27,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",12.0,Good
05-07-2022 00:00,06-07-2022 00:00,10.95,0.24,8.56,1.52,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",12.0,Good
06-07-2022 00:00,07-07-2022 00:00,14.13,0.22,8.86,0.84,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",14.0,Good
07-07-2022 00:00,08-07-2022 00:00,25.2,0.18,9.07,1.22,10.64,5.02,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",25.0,Good
08-07-2022 00:00,09-07-2022 00:00,11.83,0.23,8.58,2.32,9.24,4.31,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",12.0,Good
09-07-2022 00:00,10-07-2022 00:00,13.51,0.18,8.04,0.77,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",14.0,Good
10-07-2022 00:00,11-07-2022 00:00,14.24,0.2,8.33,1.18,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",14.0,Good
11-07-2022 00:00,12-07-2022 00:00,13.18,0.22,8.33,1.44,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",13.0,Good
12-07-2022 00:00,13-07-2022 00:00,13.13,0.21,8.51,1.69,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",13.0,Good
13-07-2022 00:00,14-07-2022 00:00,13.03,0.16,8.58,0.75,7.86,4.51,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",13.0,Good
14-07-2022 00:00,15-07-2022 00:00,10.35,0.17,8.42,1.36,7.78,2.83,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",11.0,Good
15-07-2022 00:00,16-07-2022 00:00,11.34,0.17,8.39,1.77,9.64,2.94,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",11.0,Good
16-07-2022 00:00,17-07-2022 00:00,12.45,0.17,8.67,0.39,11.06,6.43,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",12.0,Good
17-07-2022 00:00,18-07-2022 00:00,15.57,0.15,8.75,0.27,9.4,6.05,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",16.0,Good
18-07-2022 00:00,19-07-2022 00:00,14.6,0.16,8.77,1.08,11.48,5.91,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",15.0,Good
19-07-2022 00:00,20-07-2022 00:00,12.57,0.15,8.61,1.08,8.83,3.39,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",13.0,Good
20-07-2022 00:00,21-07-2022 00:00,10.88,0.19,8.75,1.38,11.92,5.98,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",12.0,Good
21-07-2022 00:00,22-07-2022 00:00,11.94,0.18,9.27,1.19,5.6,3.13,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",12.0,Good
22-07-2022 00:00,23-07-2022 00:00,11.23,0.15,9.12,0.66,6.81,2.31,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",11.0,Good
23-07-2022 00:00,24-07-2022 00:00,11.82,0.12,9.29,0.53,7.48,2.53,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",12.0,Good
24-07-2022 00:00,25-07-2022 00:00,9.51,0.16,9.22,0.54,9.78,3.45,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",12.0,Good
25-07-2022 00:00,26-07-2022 00:00,10.6,0.16,9.19,0.52,6.69,2.52,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",11.0,Good
26-07-2022 00:00,27-07-2022 00:00,14.03,0.14,9.22,0.8,7.26,2.78,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",14.0,Good
27-07-2022 00:00,28-07-2022 00:00,12.71,0.17,9.22,0.71,12.75,7.33,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",13.0,Good
28-07-2022 00:00,29-07-2022 00:00,12.28,0.19,9.43,0.91,13.21,8.05,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",13.0,Good
29-07-2022 00:00,30-07-2022 00:00,14.16,0.19,9.47,0.79,,3.36,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",14.0,Good
30-07-2022 00:00,31-07-2022 00:00,13.63,0.16,9.24,0.53,,5.49,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",14.0,Good
31-07-2022 00:00,01-08-2022 00:00,12.78,0.16,9.04,0.37,,3.91,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",13.0,Good
01-08-2022 00:00,02-08-2022 00:00,11.2,0.18,9.12,0.49,,2.7,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",11.0,Good
02-08-2022 00:00,03-08-2022 00:00,12.48,0.19,9.23,0.86,12.34,2.91,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",12.0,Good
03-08-2022 00:00,04-08-2022 00:00,11.92,0.18,9.32,1.35,9.99,5.7,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",12.0,Good
04-08-2022 00:00,05-08-2022 00:00,14.85,0.17,9.73,1.26,10.93,5.65,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",15.0,Good
05-08-2022 00:00,06-08-2022 00:00,17.32,0.17,10.09,0.89,15.59,8.23,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",17.0,Good
06-08-2022 00:00,07-08-2022 00:00,16.22,0.16,10.1,0.68,12.54,3.09,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",16.0,Good
07-08-2022 00:00,08-08-2022 00:00,12.46,0.16,10.35,0.38,9.4,3.04,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",13.0,Good
08-08-2022 00:00,09-08-2022 00:00,12.56,0.18,10.36,0.38,52.29,4.92,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",52.0,Moderate
09-08-2022 00:00,10-08-2022 00:00,13.89,0.18,10.03,0.82,,3.52,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",14.0,Good
10-08-2022 00:00,11-08-2022 00:00,11.36,0.16,9.2,1.23,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",12.0,Good
11-08-2022 00:00,12-08-2022 00:00,10.36,0.21,9.38,1.04,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",12.0,Good
12-08-2022 00:00,13-08-2022 00:00,14.0,0.2,9.97,0.87,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",14.0,Good
13-08-2022 00:00,14-08-2022 00:00,14.44,0.18,10.41,0.77,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",14.0,Good
14-08-2022 00:00,15-08-2022 00:00,11.62,0.14,9.56,0.83,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",12.0,Good
15-08-2022 00:00,16-08-2022 00:00,10.77,0.14,9.64,0.72,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",12.0,Good
16-08-2022 00:00,17-08-2022 00:00,13.28,0.15,10.41,0.64,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",13.0,Good
17-08-2022 00:00,18-08-2022 00:00,11.37,0.2,10.48,1.12,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",13.0,Good
18-08-2022 00:00,19-08-2022 00:00,13.24,0.2,10.67,1.32,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",13.0,Good
19-08-2022 00:00,20-08-2022 00:00,11.51,0.19,10.17,0.6,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",13.0,Good
20-08-2022 00:00,21-08-2022 00:00,11.41,0.18,10.11,0.46,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",13.0,Good
21-08-2022 00:00,22-08-2022 00:00,14.23,0.13,10.84,0.17,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",14.0,Good
22-08-2022 00:00,23-08-2022 00:00,13.08,0.18,10.56,1.85,,,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",13.0,Good
23-08-2022 00:00,24-08-2022 00:00,10.0,0.19,10.47,2.24,8.81,4.74,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",13.0,Good
